Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"How Scrum adds value to achieving software quality?","Empirical Software Engineering","","27","7","10.1007/s10664-022-10208-4","Adam AlamiOliver Krancher","2022","http://link.springer.com/article/10.1007/s10664-022-10208-4","Article"
"Bootstrapping MDE development from ROS manual code: Part 2—Model generation and leveraging models at runtime","Software and Systems Modeling","","20","6","10.1007/s10270-021-00873-2","Nadia Hammoudeh GarcíaHarshavardhan DeshpandeAndré SantosBjörn KahlMirko Bordignon","2021","http://link.springer.com/article/10.1007/s10270-021-00873-2","Article"
"Distributed data hiding in multi-cloud storage environment","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00208-4","Leonel Moyou MetchekaRené Ndoundam","2020","http://link.springer.com/article/10.1186/s13677-020-00208-4","Article"
"Lightweight similarity checking for English literatures in mobile edge computing","Journal of Cloud Computing","","12","1","10.1186/s13677-022-00384-5","Xiaomei LiuAiling GaoChengxiang ChenMohammad Mahdi Moghimi","2023","http://link.springer.com/article/10.1186/s13677-022-00384-5","Article"
"Keep the PokerFace on! Thwarting cache side channel attacks by memory bus monitoring and cache obfuscation","Journal of Cloud Computing","","6","1","10.1186/s13677-017-0101-4","Arun RajJanakiram Dharanipragada","2017","http://link.springer.com/article/10.1186/s13677-017-0101-4","Article"
"Burstiness-aware service level planning for enterprise application clouds","Journal of Cloud Computing","","6","1","10.1186/s13677-017-0087-y","Anas A. YoussefDiwakar Krishnamurthy","2017","http://link.springer.com/article/10.1186/s13677-017-0087-y","Article"
"Cloud-Based Zero Trust Access Control Policy: An Approach to Support Work-From-Home Driven by COVID-19 Pandemic","New Generation Computing","","39","3 - 4","10.1007/s00354-021-00130-6","Sudakshina MandalDanish Ali KhanSarika Jain","2021","http://link.springer.com/article/10.1007/s00354-021-00130-6","Article"
"Attribute reduction based scheduling algorithm with enhanced hybrid genetic algorithm and particle swarm optimization for optimal device selection","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00288-4","Nweso Emmanuel NwogbagaRohaya LatipLilly Suriani AffendeyAmir Rizaan Abdul Rahiman","2022","http://link.springer.com/article/10.1186/s13677-022-00288-4","Article"
"A Fog-Based Multi-Purpose Internet of Things Analytics Platform","SN Computer Science","","3","3","10.1007/s42979-022-01110-3","Theo ZschörnigJonah WindolphRobert WehlitzYann DumontBogdan Franczyk","2022","http://link.springer.com/article/10.1007/s42979-022-01110-3","Article"
"Job scheduling problem in fog-cloud-based environment using reinforced social spider optimization","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00380-9","P. KuppusamyN. Marline Joys KumariWael Y. AlghamdiHashem AlyamiRajakumar RamalingamAbdul Rehman JavedMamoon Rashid","2022","http://link.springer.com/article/10.1186/s13677-022-00380-9","Article"
"A maturity model for AI-empowered cloud-native databases: from the perspective of resource management","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00318-1","Xiaoyue FengChaopeng GuoTianzhe JiaoJie Song","2022","http://link.springer.com/article/10.1186/s13677-022-00318-1","Article"
"An SVM-based framework for detecting DoS attacks in virtualized clouds under changing environment","Journal of Cloud Computing","","7","1","10.1186/s13677-018-0109-4","Adel AbusittaMartine BellaicheMichel Dagenais","2018","http://link.springer.com/article/10.1186/s13677-018-0109-4","Article"
"CONTAIN4n6: a systematic evaluation of container artifacts","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00303-8","Anand K. MishraEmmanuel S. PilliMahesh C. Govil","2022","http://link.springer.com/article/10.1186/s13677-022-00303-8","Article"
"An autonomous performance testing framework using self-adaptive fuzzy reinforcement learning","Software Quality Journal","","30","1","10.1007/s11219-020-09532-z","Mahshid Helali MoghadamMehrdad SaadatmandMarkus BorgMarkus BohlinBjörn Lisper","2022","http://link.springer.com/article/10.1007/s11219-020-09532-z","Article"
"Agent-based multi-tier SLA negotiation for intercloud","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00286-6","Lin LiLi LiuShalin HuangShibiao LvKaibiao LinShunzhi Zhu","2022","http://link.springer.com/article/10.1186/s13677-022-00286-6","Article"
"Rough fuzzy model based feature discretization in intelligent data preprocess","Journal of Cloud Computing","","10","1","10.1186/s13677-020-00216-4","Qiong ChenMengxing Huang","2021","http://link.springer.com/article/10.1186/s13677-020-00216-4","Article"
"Making distributed edge machine learning for resource-constrained communities and environments smarter: contexts and challenges","Journal of Reliable Intelligent Environments","","","","10.1007/s40860-022-00176-3","Hong-Linh TruongTram Truong-HuuTien-Dung Cao","2022","http://link.springer.com/article/10.1007/s40860-022-00176-3","Article"
"Double auction and profit maximization mechanism for jobs with heterogeneous durations in cloud federations","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00249-3","Runhao LuYuning LiangQing LingChangle LiWeigang Wu","2021","http://link.springer.com/article/10.1186/s13677-021-00249-3","Article"
"Towards Regulatory-Compliant MLOps: Oravizio’s Journey from a Machine Learning Experiment to a Deployed Certified Medical Product","SN Computer Science","","2","5","10.1007/s42979-021-00726-1","Tuomas GranlundVlad StirbuTommi Mikkonen","2021","http://link.springer.com/article/10.1007/s42979-021-00726-1","Article"
"Joint optimization strategy for QoE-aware encrypted video caching and content distributing in multi-edge collaborative computing environment","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00204-8","Zhi LiuBo QiaoKui Fang","2020","http://link.springer.com/article/10.1186/s13677-020-00204-8","Article"
"Network perception task migration in cloud-edge fusion computing","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00193-8","Chen LingWeizhe ZhangHui HeYu-chu Tian","2020","http://link.springer.com/article/10.1186/s13677-020-00193-8","Article"
"Time-series topic analysis using singular spectrum transformation for detecting political business cycles","Journal of Cloud Computing","","10","1","10.1186/s13677-020-00197-4","Sota KatoTakafumi NakanishiBudrul AhsanHirokazu Shimauchi","2021","http://link.springer.com/article/10.1186/s13677-020-00197-4","Article"
"Optimized IoT service placement in the fog","Service Oriented Computing and Applications","","11","4","10.1007/s11761-017-0219-8","Olena SkarlatMatteo NardelliStefan SchulteMichael BorkowskiPhilipp Leitner","2017","http://link.springer.com/article/10.1007/s11761-017-0219-8","Article"
"Optimizing virtual machine placement for energy and SLA in clouds using utility functions","Journal of Cloud Computing","","5","1","10.1186/s13677-016-0067-7","Abdelkhalik MosaNorman W. Paton","2016","http://link.springer.com/article/10.1186/s13677-016-0067-7","Article"
"Policy-Based Holistic Application Management with BPMN and TOSCA","SN Computer Science","","4","3","10.1007/s42979-022-01616-w","Domenico CalcaterraOrazio Tomarchio","2023","http://link.springer.com/article/10.1007/s42979-022-01616-w","Article"
"Location-aware systems or location-based services: a survey with applications to CoViD-19 contact tracking","Journal of Reliable Intelligent Environments","","6","4","10.1007/s40860-020-00111-4","H. R. Schmidtke","2020","http://link.springer.com/article/10.1007/s40860-020-00111-4","Article"
"A collaborative computation and dependency-aware task offloading method for vehicular edge computing: a reinforcement learning approach","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00340-3","Guozhi LiuFei DaiBi HuangZhenping QiangShuai WangLecheng Li","2022","http://link.springer.com/article/10.1186/s13677-022-00340-3","Article"
"AI lifecycle models need to be revised","Empirical Software Engineering","","26","5","10.1007/s10664-021-09993-1","Mark HaakmanLuís CruzHennie HuijgensArie van Deursen","2021","http://link.springer.com/article/10.1007/s10664-021-09993-1","Article"
"Personal Health Train Architecture with Dynamic Cloud Staging","SN Computer Science","","4","1","10.1007/s42979-022-01422-4","Luiz Olavo Bonino da Silva SantosLuís Ferreira PiresVirginia Graciano MartinezJoão Luiz Rebelo MoreiraRenata Silva Souza Guizzardi","2022","http://link.springer.com/article/10.1007/s42979-022-01422-4","Article"
"Dynamic multidimensional index for large-scale cloud data","Journal of Cloud Computing","","5","1","10.1186/s13677-016-0060-1","Jing HeYue WuYunyun DongYunchun ZhangWei Zhou","2016","http://link.springer.com/article/10.1186/s13677-016-0060-1","Article"
"Wavelet transforms based ARIMA-XGBoost hybrid method for layer actions response time prediction of cloud GIS services","Journal of Cloud Computing","","12","1","10.1186/s13677-022-00360-z","Jiang LiJing CaiRui LiQiang LiLina Zheng","2023","http://link.springer.com/article/10.1186/s13677-022-00360-z","Article"
"Integrated resource management pipeline for dynamic resource-effective cloud data center","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00212-8","Hanan A. HassanAya I. MaiyzaWalaa M. Sheta","2020","http://link.springer.com/article/10.1186/s13677-020-00212-8","Article"
"Self-adaptive deployment of services in mobile environments: a study of the communication reliability on the host election algorithm","Journal of Reliable Intelligent Environments","","2","4","10.1007/s40860-016-0029-3","Gabriel Guerrero-ContrerasSara Balderas-DíazCarlos Rodríguez-DomínguezJosé Luis GarridoAurora Valenzuela","2016","http://link.springer.com/article/10.1007/s40860-016-0029-3","Article"
"A designated verifier multi-signature scheme in multi-clouds","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00333-2","Chaoyue TanYuling ChenYongtang WuXiaochuan HeTao Li","2022","http://link.springer.com/article/10.1186/s13677-022-00333-2","Article"
"Leveraging annotation-based modeling with Jump","Software & Systems Modeling","","17","1","10.1007/s10270-016-0528-y","Alexander BergmayrMichael GrossniklausManuel WimmerGerti Kappel","2018","http://link.springer.com/article/10.1007/s10270-016-0528-y","Article"
"Energy-aware VM placement algorithms for the OpenStack Neat consolidation framework","Journal of Cloud Computing","","8","1","10.1186/s13677-019-0126-y","Fikru Feleke MogesSurafel Lemma Abebe","2019","http://link.springer.com/article/10.1186/s13677-019-0126-y","Article"
"Model-Driven Engineering of Process-Aware Information Systems","SN Computer Science","","3","6","10.1007/s42979-022-01334-3","Imke DraveJudith MichaelErik MüllerBernhard RumpeSimon Varga","2022","http://link.springer.com/article/10.1007/s42979-022-01334-3","Article"
"Guest editorial to the special section of models 2019","Software and Systems Modeling","","20","6","10.1007/s10270-021-00939-1","Tao YueSilvia AbrahãoMan Zhang","2021","http://link.springer.com/article/10.1007/s10270-021-00939-1","Article"
"Predicting the total Unified Parkinson’s Disease Rating Scale (UPDRS) based on ML techniques and cloud-based update","Journal of Cloud Computing","","12","1","10.1186/s13677-022-00388-1","Sahand HamzeheiOmid AkbarzadehHani AttarKhosro RezaeeNazanin FasihihourMohammad R. Khosravi","2023","http://link.springer.com/article/10.1186/s13677-022-00388-1","Article"
"Reference architectures modelling and compliance checking","Software and Systems Modeling","","","","10.1007/s10270-022-01022-z","Alessio BucaioniAmleto Di SalleLudovico IovinoIvano MalavoltaPatrizio Pelliccione","2022","http://link.springer.com/article/10.1007/s10270-022-01022-z","Article"
"An empirical evaluation of a novel domain-specific language – modelling vehicle routing problems with Athos","Empirical Software Engineering","","27","7","10.1007/s10664-022-10210-w","Benjamin HoffmannNeil UrquhartKevin ChalmersMichael Guckert","2022","http://link.springer.com/article/10.1007/s10664-022-10210-w","Article"
"Collaborative task offloading and resource allocation with hybrid energy supply for UAV-assisted multi-clouds","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00317-2","Yu ZhouHui GeBowen MaShuhang ZhangJiwei Huang","2022","http://link.springer.com/article/10.1186/s13677-022-00317-2","Article"
"An efficient population-based multi-objective task scheduling approach in fog computing systems","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00264-4","Zahra MovahediBruno DefudeAmir mohammad Hosseininia","2021","http://link.springer.com/article/10.1186/s13677-021-00264-4","Article"
"Take one for the team: on the time efficiency of application-level buffer-aided relaying in edge cloud communication","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00241-x","Zheng LiFrancisco Millar-BilbaoGonzalo Rojas-DuránSusana Ladra","2021","http://link.springer.com/article/10.1186/s13677-021-00241-x","Article"
"Service composition considering energy consumption of users and transferring files in a multicloud environment","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00423-9","Jianmin LiShunzhi Zhu","2023","http://link.springer.com/article/10.1186/s13677-023-00423-9","Article"
"Software variability in service robotics","Empirical Software Engineering","","28","2","10.1007/s10664-022-10231-5","Sergio GarcíaDaniel StrüberDavide BrugaliAlessandro Di FavaPatrizio PelliccioneThorsten Berger","2022","http://link.springer.com/article/10.1007/s10664-022-10231-5","Article"
"Executing cyclic scientific workflows in the cloud","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00229-7","Michel KrämerHendrik M. WürzChristian Altenhofen","2021","http://link.springer.com/article/10.1186/s13677-021-00229-7","Article"
"Categorizing Malware via A Word2Vec-based Temporal Convolutional Network Scheme","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00200-y","Jiankun SunXiong LuoHonghao GaoWeiping WangYang GaoXi Yang","2020","http://link.springer.com/article/10.1186/s13677-020-00200-y","Article"
"An Integrated Management System for Composed Applications Deployed by Different Deployment Automation Technologies","SN Computer Science","","4","4","10.1007/s42979-023-01810-4","Lukas HarzenetterUwe BreitenbücherTobias BinzFrank Leymann","2023","http://link.springer.com/article/10.1007/s42979-023-01810-4","Article"
"Quality attribute trade-offs in the embedded systems industry: an exploratory case study","Software Quality Journal","","28","2","10.1007/s11219-019-09478-x","Darius SasParis Avgeriou","2020","http://link.springer.com/article/10.1007/s11219-019-09478-x","Article"
"Low-rate Denial of Service attack detection method based on time-frequency characteristics","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00308-3","Yu FuXueyuan DuanKun WangBin Li","2022","http://link.springer.com/article/10.1186/s13677-022-00308-3","Article"
"A systematic review of the purposes of Blockchain and fog computing integration: classification and open issues","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00353-y","Yehia Ibrahim AlzoubiAsif GillAlok Mishra","2022","http://link.springer.com/article/10.1186/s13677-022-00353-y","Article"
"A service composition method using improved hybrid teaching learning optimization algorithm in cloud manufacturing","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00343-0","Jun ZengJuan YaoMin GaoJunhao Wen","2022","http://link.springer.com/article/10.1186/s13677-022-00343-0","Article"
"The evolution of model editors: browser- and cloud-based solutions","Software & Systems Modeling","","15","2","10.1007/s10270-016-0524-2","Jeff GrayBernhard Rumpe","2016","http://link.springer.com/article/10.1007/s10270-016-0524-2","Article"
"Personal programming and the object computer","Software and Systems Modeling","","19","4","10.1007/s10270-019-00768-3","Trygve M. H. Reenskaug","2020","http://link.springer.com/article/10.1007/s10270-019-00768-3","Article"
"JSON-based control model for SQL and NoSQL data conversion in hybrid cloud database","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00302-9","Lei ZhangKe PangJiangtao XuBingxin Niu","2022","http://link.springer.com/article/10.1186/s13677-022-00302-9","Article"
"Cloud-based bug tracking software defects analysis using deep learning","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00311-8","Tao HaiJincheng ZhouNing LiSanjiv Kumar JainShweta AgrawalImed Ben Dhaou","2022","http://link.springer.com/article/10.1186/s13677-022-00311-8","Article"
"Modelling in low-code development: a multi-vocal systematic review","Software and Systems Modeling","","21","5","10.1007/s10270-021-00964-0","Alessio BucaioniAntonio CicchettiFederico Ciccozzi","2022","http://link.springer.com/article/10.1007/s10270-021-00964-0","Article"
"Definition of an FHIR-based multiprotocol IoT home gateway to support the dynamic plug of new devices within instrumented environments","Journal of Reliable Intelligent Environments","","8","4","10.1007/s40860-021-00161-2","Paolo ZampognaroGiovanni ParagliolaVincenzo Falanga","2022","http://link.springer.com/article/10.1007/s40860-021-00161-2","Article"
"A privacy protection approach in edge-computing based on maximized dnn partition strategy with energy saving","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00404-y","Guo ChaopengLin ZhengqingSong Jie","2023","http://link.springer.com/article/10.1186/s13677-023-00404-y","Article"
"Two-level fuzzy-neural load distribution strategy in cloud-based web system","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00179-6","Krzysztof Zatwarnicki","2020","http://link.springer.com/article/10.1186/s13677-020-00179-6","Article"
"GUEST EDITORIAL Special Issue on Recent Trends in Advanced Computing, Engineering and Technology: Transformation and Innovation","Programming and Computer Software","","48","8","10.1134/S0361768822080114","Andrei TchernykhReyes Juárez RamírezTeresa GuardaFilipe Portela","2022","http://link.springer.com/article/10.1134/S0361768822080114","Article"
"Topic modeling in software engineering research","Empirical Software Engineering","","26","6","10.1007/s10664-021-10026-0","Camila Costa SilvaMatthias GalsterFabian Gilson","2021","http://link.springer.com/article/10.1007/s10664-021-10026-0","Article"
"A threshold hybrid encryption method for integrity audit without trusted center","Journal of Cloud Computing","","10","1","10.1186/s13677-020-00222-6","Yange ChenHequn LiuBaocang WangBaljinnyam SonompilYuan PingZhili Zhang","2021","http://link.springer.com/article/10.1186/s13677-020-00222-6","Article"
"DRMaestro: orchestrating disaggregated resources on virtualized data-centers","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00238-6","Marcelo AmaralJordà PoloDavid CarreraNelson GonzalezChih-Chieh YangAlessandro MorariBruce D’AmoraAlaa YoussefMalgorzata Steinder","2021","http://link.springer.com/article/10.1186/s13677-021-00238-6","Article"
"An Intelligent Healthcare Cyber Physical Framework for Encephalitis Diagnosis Based on Information Fusion and Soft-Computing Techniques","New Generation Computing","","40","4","10.1007/s00354-022-00175-1","Aditya GuptaAmritpal Singh","2022","http://link.springer.com/article/10.1007/s00354-022-00175-1","Article"
"An edge-cloud collaborative computing platform for building AIoT applications efficiently","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00250-w","Guoping RongYangchen XuXinxin TongHaojun Fan","2021","http://link.springer.com/article/10.1186/s13677-021-00250-w","Article"
"Container orchestration on HPC systems through Kubernetes","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00231-z","Naweiluo ZhouYiannis GeorgiouMarcin PospiesznyLi ZhongHuan ZhouChristoph NiethammerBranislav PejakOskar MarkoDennis Hoppe","2021","http://link.springer.com/article/10.1186/s13677-021-00231-z","Article"
"Fog computing application of cyber-physical models of IoT devices with symbolic approximation algorithms","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00337-y","Deok-Kee Choi","2022","http://link.springer.com/article/10.1186/s13677-022-00337-y","Article"
"Analysis of factors affecting IoT-based smart hospital design","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00215-5","Banu Çalış UsluErtuğ OkayErkan Dursun","2020","http://link.springer.com/article/10.1186/s13677-020-00215-5","Article"
"Artificial intelligence and edge computing for teaching quality evaluation based on 5G-enabled wireless communication technology","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00418-6","Feng LiCaohui Wang","2023","http://link.springer.com/article/10.1186/s13677-023-00418-6","Article"
"Analysis of adversary activities using cloud-based web services to enhance cyber threat intelligence","Service Oriented Computing and Applications","","14","3","10.1007/s11761-019-00285-7","Hamad Al-MohannadiIrfan AwanJassim Al Hamar","2020","http://link.springer.com/article/10.1007/s11761-019-00285-7","Article"
"OpenIaC: open infrastructure as code - the network is my computer","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00285-7","Chunming RongJiahui GengThomas J. HackerHaakon BryhniMartin G. Jaatun","2022","http://link.springer.com/article/10.1186/s13677-022-00285-7","Article"
"Characterization of task response time in fog enabled networks using queueing theory under different virtualization modes","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00293-7","Ismail MohamedHassan Al-MahdiMohamed TahounHamed Nassar","2022","http://link.springer.com/article/10.1186/s13677-022-00293-7","Article"
"Efficient 3D object recognition in mobile edge environment","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00359-6","Mofei SongQi Guo","2022","http://link.springer.com/article/10.1186/s13677-022-00359-6","Article"
"Look-ahead energy efficient VM allocation approach for data centers","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00281-x","İlksen ÇağlarDeniz Turgay Altılar","2022","http://link.springer.com/article/10.1186/s13677-022-00281-x","Article"
"A joint optimization scheme of content caching and resource allocation for internet of vehicles in mobile edge computing","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00182-x","Mu ZhangSong WangQing Gao","2020","http://link.springer.com/article/10.1186/s13677-020-00182-x","Article"
"Enhanced security using multiple paths routine scheme in cloud-MANETs","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00443-5","Tao HaiJincheng ZhouYe LuDayang JawawiDan WangEdeh Michael OnyemaCresantus Biamba","2023","http://link.springer.com/article/10.1186/s13677-023-00443-5","Article"
"Approximation analysis of ontology learning algorithm in linear combination setting","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00173-y","Wei GaoYaojun Chen","2020","http://link.springer.com/article/10.1186/s13677-020-00173-y","Article"
"Deep Reinforcement Learning-Based Workload Scheduling for Edge Computing","Journal of Cloud Computing","","11","1","10.1186/s13677-021-00276-0","Tao ZhengJian WanJilin ZhangCongfeng Jiang","2022","http://link.springer.com/article/10.1186/s13677-021-00276-0","Article"
"Event-driven temporal models for explanations - ETeMoX: explaining reinforcement learning","Software and Systems Modeling","","21","3","10.1007/s10270-021-00952-4","Juan Marcelo Parra-UllauriAntonio García-DomínguezNelly BencomoChanggang ZhengChen ZhenJuan Boubeta-PuigGuadalupe OrtizShufan Yang","2022","http://link.springer.com/article/10.1007/s10270-021-00952-4","Article"
"A novel hybrid of Shortest job first and round Robin with dynamic variable quantum time task scheduling technique","Journal of Cloud Computing","","6","1","10.1186/s13677-017-0085-0","Samir ElmougyShahenda SarhanManar Joundy","2017","http://link.springer.com/article/10.1186/s13677-017-0085-0","Article"
"Low-code development and model-driven engineering: Two sides of the same coin?","Software and Systems Modeling","","21","2","10.1007/s10270-021-00970-2","Davide Di RuscioDimitris KolovosJuan de LaraAlfonso PierantonioMassimo TisiManuel Wimmer","2022","http://link.springer.com/article/10.1007/s10270-021-00970-2","Article"
"Efficient online migration mechanism for memory write-intensive virtual machines","Journal of Cloud Computing","","12","1","10.1186/s13677-023-00433-7","Pingping LiJiuxin Cao","2023","http://link.springer.com/article/10.1186/s13677-023-00433-7","Article"
"A comprehensive overview of software product management challenges","Empirical Software Engineering","","27","5","10.1007/s10664-022-10134-5","Olga SpringerJakub Miler","2022","http://link.springer.com/article/10.1007/s10664-022-10134-5","Article"
"Improving active participation during enterprise operations modeling with an extended story-card-method and participative modeling software","Software and Systems Modeling","","","","10.1007/s10270-023-01083-8","Marne De VriesPetra Opperman","2023","http://link.springer.com/article/10.1007/s10270-023-01083-8","Article"
"MERN Stack Web-Based Education Management Information Systems for Pacific Island Countries","SN Computer Science","","4","1","10.1007/s42979-022-01457-7","Lawal Olarotimi BadruVani VasudevanGovinda Ishwar LingamM. G. M. Khan","2022","http://link.springer.com/article/10.1007/s42979-022-01457-7","Article"
"Multi-Recipient encryption with keyword search without pairing for cloud storage","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00283-9","Ningbin YangQuan ZhouQiong HuangChunming Tang","2022","http://link.springer.com/article/10.1186/s13677-022-00283-9","Article"
"Model-driven development platform selection: four industry case studies","Software and Systems Modeling","","20","5","10.1007/s10270-020-00855-w","Siamak FarshidiSlinger JansenSven Fortuin","2021","http://link.springer.com/article/10.1007/s10270-020-00855-w","Article"
"Software architecture for pervasive critical health monitoring system using fog computing","Journal of Cloud Computing","","11","1","10.1186/s13677-022-00371-w","Abeera IlyasMohammed Naif AlatawiYasir HamidSaeed MahfoozIslam ZadaNeelam GoharMohd Asif Shah","2022","http://link.springer.com/article/10.1186/s13677-022-00371-w","Article"
"Digital Twins, Internet of Things and Mobile Medicine: A Review of Current Platforms to Support Smart Healthcare","Programming and Computer Software","","47","8","10.1134/S0361768821080284","I. VolkovG. RadchenkoA. Tchernykh","2021","http://link.springer.com/article/10.1134/S0361768821080284","Article"
"A Blockchain-based Decentralized Electronic Marketplace for Computing Resources","SN Computer Science","","1","5","10.1007/s42979-020-00243-7","Matteo NardiniSven HelmerNabil El IoiniClaus Pahl","2020","http://link.springer.com/article/10.1007/s42979-020-00243-7","Article"
"A port-based forwarding load-balancing scheduling approach for cloud datacenter networks","Journal of Cloud Computing","","10","1","10.1186/s13677-021-00226-w","Zhiyu LiuAqun ZhaoMangui Liang","2021","http://link.springer.com/article/10.1186/s13677-021-00226-w","Article"
"Development of recommendation systems for software engineering: the CROSSMINER experience","Empirical Software Engineering","","26","4","10.1007/s10664-021-09963-7","Juri Di RoccoDavide Di RuscioClaudio Di SipioPhuong T. NguyenRiccardo Rubei","2021","http://link.springer.com/article/10.1007/s10664-021-09963-7","Article"
"Near real-time optimization of fog service placement for responsive edge computing","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00180-z","Tom GoethalsFilip De TurckBruno Volckaert","2020","http://link.springer.com/article/10.1186/s13677-020-00180-z","Article"
"Continuous design control for machine learning in certified medical systems","Software Quality Journal","","","","10.1007/s11219-022-09601-5","Vlad StirbuTuomas GranlundTommi Mikkonen","2022","http://link.springer.com/article/10.1007/s11219-022-09601-5","Article"
"Thirteen years of SysML: a systematic mapping study","Software and Systems Modeling","","19","1","10.1007/s10270-019-00735-y","Sabine WolnyAlexandra MazakChristine CarpellaVerena GeistManuel Wimmer","2020","http://link.springer.com/article/10.1007/s10270-019-00735-y","Article"
"Deja Vu: semantics-aware recording and replay of high-speed eye tracking and interaction data to support cognitive studies of software engineering tasks—methodology and analyses","Empirical Software Engineering","","27","7","10.1007/s10664-022-10209-3","Vlas ZyrianovCole S. PetersonDrew T. GuarneraJoshua BehlerPraxis WestonBonita SharifJonathan I. Maletic","2022","http://link.springer.com/article/10.1007/s10664-022-10209-3","Article"
"Special section on testing and repair for software engineering technologies and applications","Software Quality Journal","","28","2","10.1007/s11219-020-09500-7","Ian BayleyYan CaiPatricia Machado","2020","http://link.springer.com/article/10.1007/s11219-020-09500-7","Article"
"Guest Editorial for Hybrid Parallelism in New HPC Systems","International Journal of Parallel Programming","","45","5","10.1007/s10766-016-0465-y","Giuliano LaccettiIan FosterMarco LapegnaPaul MessinaRaffaele MontellaAlmerico Murli","2017","http://link.springer.com/article/10.1007/s10766-016-0465-y","Article"
"Intelligent environments with entangled quality properties","Journal of Reliable Intelligent Environments","","8","3","10.1007/s40860-022-00182-5","Carlos Rodríguez-DomínguezAditya SantokheeMiguel J. Hornos","2022","http://link.springer.com/article/10.1007/s40860-022-00182-5","Article"
"Integrating human values in software development using a human values dashboard","Empirical Software Engineering","","28","3","10.1007/s10664-023-10305-y","Arif NurwidyantoroMojtaba ShahinMichel ChaudronWaqar HussainHarsha PereraRifat Ara ShamsJon Whittle","2023","http://link.springer.com/article/10.1007/s10664-023-10305-y","Article"
"On business adoption and use of reproducible builds for open and closed source software","Software Quality Journal","","","","10.1007/s11219-022-09607-z","Simon ButlerJonas GamalielssonBjörn LundellChristoffer BraxAnders MattssonTomas GustavssonJonas FeistBengt KvarnströmErik Lönroth","2022","http://link.springer.com/article/10.1007/s11219-022-09607-z","Article"
"Static analysis for discovering IoT vulnerabilities","International Journal on Software Tools for Technology Transfer","","23","1","10.1007/s10009-020-00592-x","Pietro FerraraAmit Kr MandalAgostino CortesiFausto Spoto","2021","http://link.springer.com/article/10.1007/s10009-020-00592-x","Article"
"Software selection in large-scale software engineering: A model and criteria based on interactive rapid reviews","Empirical Software Engineering","","28","2","10.1007/s10664-023-10288-w","Elizabeth BjarnasonPatrik ÅbergNauman bin Ali","2023","http://link.springer.com/article/10.1007/s10664-023-10288-w","Article"
"Nearby live virtual machine migration using cloudlets and multipath TCP","Journal of Cloud Computing","","5","1","10.1186/s13677-016-0061-0","Fikirte TekaChung-Horng LungSamuel A. Ajila","2016","http://link.springer.com/article/10.1186/s13677-016-0061-0","Article"
"Applying test case prioritization to software microbenchmarks","Empirical Software Engineering","","26","6","10.1007/s10664-021-10037-x","Christoph LaaberHarald C. GallPhilipp Leitner","2021","http://link.springer.com/article/10.1007/s10664-021-10037-x","Article"
"Intrusion detection systems for IoT-based smart environments: a survey","Journal of Cloud Computing","","7","1","10.1186/s13677-018-0123-6","Mohamed Faisal ElrawyAli Ismail AwadHesham F. A. Hamed","2018","http://link.springer.com/article/10.1186/s13677-018-0123-6","Article"
